proj_1 proj_2 proj3
0.7670115594539808 0.12061387223006963 0.14173072892137206 
0.8110319640187318 0.15734670913803842 0.06298207554795995 
0.7593241297841145 0.033655682835673044 0.09127593960602329 
0.7416234430379463 0.23996079407595547 0.06758883798122459 
0.8368304025843494 0.033060142520252515 0.037459724822653785 
0.5183000162564461 0.03641762865601031 0.2783819235007711 
0.6592000935860344 0.19239507268962122 0.15014208964439119 
0.6995914742794973 0.11708237931549288 0.050442214387346904 
0.5576305683320022 0.03236250835499047 0.03236250835499047 
0.5610551619710148 0.2596743580866363 0.0423996637500862 
0.7179442524827874 0.11447746174872936 0.17398311733982139 
0.7785434586682567 0.03442766407096436 0.065386323766915 
0.6298075260857264 0.11141561663820075 0.24252126956442033 
0.6033438548980778 0.12211399477084653 0.22255443867486047 
0.7367324516988597 0.20576090408466222 0.08454568342876387 
0.7162594804900666 0.0900024278485703 0.0788489761329931 
0.6426965194075563 0.09514198652358563 0.10605801428856279 
0.6812767654348028 0.16194807186513607 0.0620767227515992 
0.14627345563482858 0.8572215050278507 0.06701141650696303 
0.2028157661195453 0.6835679408728422 0.17281792332961834 
0.11728775368009585 0.771906039960266 0.04221020191344432 
0.22703890252060208 0.6415958172309593 0.10532283289727334 
0.06656678019180415 0.7354284279492177 0.15379153978158938 
0.11371113420763754 0.6555952089992655 0.16840356830280478 
0.13890968747675214 0.5998203225002712 0.1010568094453739 
0.16656793234022566 0.7034603375490373 0.3300814263358166 
0.05022846173048756 0.7331069521819388 0.1570757117498824 
0.0652147975837226 0.6185790872205242 0.1676883783019285 
0.1328827814150905 0.7632303563605223 0.1386911741407785 
0.03328060329222806 0.7211458319788399 0.06292536322938462 
0.22050693166994392 0.6587442328187212 0.19595473236783903 
0.09744092459228385 0.6584481818813617 0.11491538419766761 
0.12439579313522574 0.7646938324174122 0.0734256117091643 
0.19545463888598588 0.7606016377216808 0.07267895442709305 
0.1085183938168934 0.6959763969364601 0.04616370230511095 
0.290118527746395 0.5965953447488067 0.03551719659959443 
0.13597345440353786 0.655311176418918 0.03775593553060629 
0.19818099183437407 0.6957365633884606 0.15272273922070148 
0.04126316344204472 0.5617012810273743 0.22382980624795412 
0.15372129557161052 0.7350195880560569 0.16569276911628184 
0.0907203309368266 0.5928470127972086 0.09089750266465943 
0.23978373826985533 0.6100673554081142 0.10765619925124667 
0.12780894502174112 0.5560988341664928 0.18598279917282604 
0.12350871163653118 0.7706295888868564 0.04882432549888443 
0.08776118806068685 0.5318535208447269 0.05672880100211413 
0.2797044006104229 0.8138134045374688 0.11884021132353517 
0.15998951093389172 0.8240098106348623 0.07788837431071768 
0.20163164373989317 0.8084753059008631 0.13024739976135605 
0.1443364635392213 0.6489372628297607 0.23449616639847579 
0.15600687922464032 0.5352652290773383 0.18233918067781738 
0.030701287390631916 0.6733334198557397 0.0869680797085927 
0.1334782734190051 0.6804548257102899 0.07389643929193497 
0.15497080296526033 0.7763547619121727 0.14930197002234577 
0.030969475401728393 0.8235193112668142 0.24220834517441447 
0.1294256901876642 0.7300932347907944 0.08487825502319359 
0.13746439066167587 0.6756785487990038 0.1089097292977179 
0.04093271326226293 0.673994209018196 0.1094504407973608 
0.17309626642304218 0.7233686028348536 0.10488306381922548 
0.14801948658549335 0.6919322823978524 0.1311364769950426 
0.10843250024056247 0.6692715445777435 0.2003960979653793 
0.1588476661394639 0.6532805644142463 0.07836187282056166 
0.2335480201490595 0.6082553366613727 0.07808628859318441 
0.0713518548005072 0.5896694388352504 0.07333424599879741 
0.10149670594996948 0.8664507467773293 0.0745763126932654 
0.03199985878914345 0.6876460799120738 0.19603397650695775 
0.1914180054369814 0.7654512728517614 0.2166895013927835 
0.1918227483588168 0.7714364722411267 0.031213714222865285 
0.09627849247517174 0.5362490963967145 0.17024236004574636 
0.24006126846148315 0.7647736457860961 0.1750804527909873 
0.1949068320103889 0.5223472282352637 0.08358606616224941 
0.07730491406458152 0.6522927262425167 0.07087787816116248 
0.11289001255891765 0.6518268714957788 0.034783519220191746 
0.07885453953169369 0.7114976551116556 0.03796714523331471 
0.20904590888556532 0.5585670699702308 0.040995348174239665 
0.03178542892743899 0.6467896058701261 0.03178542892743899 
0.11883300765736896 0.6234928107545921 0.04951095009843289 
0.03305458334838472 0.7598574578553254 0.052110449353388634 
0.09539041968466644 0.7009002621095581 0.08286661960192741 
0.16504245946504548 0.09459319272145934 0.6909060375164501 
0.13989708577274274 0.03822190221368492 0.8193837953900378 
0.07909121480178524 0.1686428510314323 0.7229933089316426 
0.15547363852066304 0.08422469456279738 0.6504945905240305 
0.28914166811198455 0.20232569089419877 0.6776215138838385 
0.1284006662821246 0.10150122036423848 0.7247867305129642 
0.0332043942677194 0.10077123799345843 0.7051376256022157 
0.06699051045202252 0.23909067055496777 0.7200366480469941 
0.22346482153879593 0.17414320057476157 0.7121516465921144 
0.06390165540577668 0.2942780063631779 0.6938327573743656 
0.1583866232687414 0.24610505322969092 0.6631571518458097 
0.18561396835108315 0.276142542701902 0.7984662589120581 
0.1440480394603496 0.08607262012188804 0.7566834635783494 
0.15609606218294025 0.11804728087693471 0.7136452241477201 
0.181221338642857 0.16005780868054534 0.5616577953807995 
0.0945498388635634 0.12615845833280848 0.6934325788664787 
0.18261854862741764 0.07012816367344525 0.8000614955865317 
0.0321065472803978 0.0321065472803978 0.7289908187416231 
0.1178071540891608 0.09519188264153797 0.6486560982461631 
0.03479554192866309 0.05459665687233392 0.7540960689925008 
0.09550696329895834 0.1729724704861708 0.6180479131845256 
0.08722352772047004 0.05321029216422991 0.8666650816872323 
0.06401554484120633 0.12192080503012899 0.8340089973288028 
0.1432020228814477 0.07829225782852696 0.7005921020872423 
0.09557852389236335 0.15119594774164266 0.8476797553646763 
0.05270292692614226 0.11918391761591082 0.746658425233009 
0.19748625017907145 0.0864539441022826 0.7417024293928188 
0.031818764360738376 0.267687524446217 0.735315342742403 
0.12615639553016644 0.10158741332776554 0.7011316500665694 
0.1062670923580826 0.03575749804008914 0.7002917474048148 
0.07685600159174151 0.23311917984789612 0.6088354000867356 
0.17918344640940514 0.203264164939936 0.5767151269181379 
0.13881277041115664 0.11229589439712384 0.7808678350047528 
0.1330011079499837 0.1261191412415631 0.6400466501413736 
0.05179469873827916 0.12906976769648718 0.838360875742471 
0.14968520411656192 0.03176559783258667 0.7679430149972897 
0.05118079288555444 0.08870408999009331 0.6581770705217903 
0.14160747977959812 0.12314573192037052 0.5552648312055591 
0.03014119927332062 0.04640800519574835 0.8348714582406064 
0.13950992505135495 0.14840495767118722 0.587513954029918 
0.12590454774606477 0.13860053206259992 0.7817548240709375 
0.1011160771818713 0.12024162774044829 0.7945102865424166 
0.06398698859666355 0.12490094797264016 0.5478493305364261 
0.13558690530930143 0.21293297518839105 0.6191829291854429 
0.17345783537881182 0.05917964076125743 0.558809685591979 
0.06176632856239112 0.1249431153134353 0.7343352086120989 
0.13490007608272392 0.05928648559809386 0.6569897988702667 
0.14808502277287175 0.0347338885770471 0.7237450243719258 
0.10120695581379271 0.33337194905299955 0.6246463172826746 
0.098577102278854 0.09049714290412111 0.7215290749575748 
0.07920685253419633 0.07468726016702315 0.7453737372371507 
0.07641600312345417 0.29577709025983384 0.7345379672428064 
0.11765678295317174 0.04678297956332207 0.8719256233054793 
0.029640989918108863 0.2391682378754449 0.7820065607163974 
0.04186960465829272 0.2258569433446335 0.554802980475263 
0.13351830211470053 0.06786995037928417 0.7141327499803685 
0.15886970977825723 0.07065240925999716 0.8462134104964883 
0.11453605722185806 0.07985683715115202 0.6441241126491262 
0.15969258016130897 0.07439281706337487 0.7716988578997859 
0.29421160291213305 0.05550587607255166 0.7018846047443744 
